Ref,Old Error,GQL,Cause,Status
KNL-010,The allocation of an extra $allocation would use more than the limit $limit. Currently using $current.,51N73,,Neo.ClientError.General.TransactionOutOfMemoryError
KNL-011,"Can't allocate extra $bytes bytes due to exceeding memory limit; used=$used, max=$max",51N72,,Neo.TransientError.General.TransactionMemoryLimit
KNL-012,Unable to start new transaction since limit of concurrently executed transactions is reached. See setting db.transaction.concurrent.maximum,51N74,,Neo.TransientError.Transaction.MaximumTransactionLimitReached
KNL-013,Index on '$indexDescription' did not come online within $timeout seconds,52N02,52N01,Neo.ClientError.Procedure.ProcedureTimedOut
KNL-014,"There is a uniqueness constraint on $tokenName, so an index is already created that matches this.",22N74,22N70,Neo.ClientError.Schema.ConstraintAlreadyExists
KNL-015,Constraint already exists: $constraint,22N65,,Neo.ClientError.Schema.ConstraintAlreadyExists
KNL-016,Conflicting constraint already exists: $constraint,22N66,,Neo.ClientError.Schema.ConstraintAlreadyExists
KNL-017,There already exists a constraint called '$name'.,22N67,,Neo.ClientError.Schema.ConstraintWithNameAlreadyExists
KNL-018,"An equivalent constraint already exists, '$constraint'.",22N65,,Neo.ClientError.Schema.EquivalentSchemaRuleAlreadyExists
KNL-019,Index belongs to constraint: $schema,22N73,,Neo.ClientError.Schema.ForbiddenOnConstraintIndex
KNL-020,Index belongs to constraint: `$name`,22N73,,Neo.ClientError.Schema.ForbiddenOnConstraintIndex
KNL-021,There already exists an index called '$name'.,22N71,,Neo.ClientError.Schema.IndexWithNameAlreadyExists
KNL-022,There already exists an index $index.,22N70,,Neo.ClientError.Schema.IndexAlreadyExists
KNL-023,There already exists an index $index. A constraint cannot be created until the index has been dropped.,22N73,,Neo.ClientError.Schema.IndexAlreadyExists
KNL-024,"An equivalent index already exists, '$index'.",22N70,,Neo.ClientError.Schema.EquivalentSchemaRuleAlreadyExists
KNL-025,Unable to drop constraint `$nameOrSchema`: $cause,50N12,,Neo.DatabaseError.Schema.ConstraintDropFailed
KNL-026,Unable to drop constraint: $cause,50N12,,Neo.DatabaseError.Schema.ConstraintDropFailed
KNL-027,No such constraint $constraint.,50N12,22N64,Neo.ClientError.Schema.ConstraintNotFound
KNL-028,Unable to create constraint $constraint: $cause,50N11,,Neo.DatabaseError.Schema.ConstraintCreationFailed
KNL-032,Failed to populate index $index,51N61,,Neo.DatabaseError.Schema.IndexCreationFailed
KNL-033,"Failed to populate index $index, due to $cause",51N61,,Neo.DatabaseError.Schema.IndexCreationFailed
KNL-034,Index '$index' is in failed state: Cause of failure:$cause,51N62,,Neo.DatabaseError.Schema.IndexCreationFailed
KNL-036,Unable to drop index called `$indexName`. There is no such index.,50N10,22N69,Neo.DatabaseError.Schema.IndexDropFailed
KNL-037,Unable to drop index: $cause,50N10,,Neo.DatabaseError.Schema.IndexDropFailed
KNL-038,Could not drop created constraint indexes,40N01,50N10,Neo.DatabaseError.Transaction.TransactionRollbackFailed
KNL-040,The index is in a failed state: '$indexFailureCause'.,51N62,,Neo.DatabaseError.General.IndexCorruptionDetected
KNL-041,Index `$indexName` has failed. Drop and recreate it to get it back online.,51N62,,Neo.DatabaseError.General.IndexCorruptionDetected
KNL-042,Index `$indexName` has failed. Drop and recreate it to get it back online. Actual failure:==================$underlyingFailure==================,51N62,,Neo.DatabaseError.General.IndexCorruptionDetected
KNL-043,Constraint on $schema includes a label more than once.,22N75,,Neo.ClientError.Schema.RepeatedLabelInSchema
KNL-044,Index on $schema includes a label more than once.,22N76,,Neo.ClientError.Schema.RepeatedLabelInSchema
KNL-045,Constraint on $schema includes a property more than once.,22N75,,Neo.ClientError.Schema.RepeatedPropertyInCompositeSchema
KNL-046,Index on $schema includes a property more than once.,22N76,,Neo.ClientError.Schema.RepeatedPropertyInCompositeSchema
KNL-047,Constraint on $schema includes a relationship type more than once.,22N75,,Neo.ClientError.Schema.RepeatedRelationshipTypeInSchema
KNL-048,Index on $schema includes a relationship type more than once.,22N76,,Neo.ClientError.Schema.RepeatedRelationshipTypeInSchema
KNL-049,No index for index $descriptor exists.,22N69,,Neo.ClientError.Schema.IndexNotFound
KNL-050,Index is still populating: $job,51N63,,Neo.ClientError.Schema.IndexNotFound
KNL-051,$descriptor  is still populating,51N63,,Neo.ClientError.Schema.IndexNotFound
KNL-052,Index dropped while sampling.,51N64,,Neo.ClientError.Schema.IndexNotFound
KNL-053,No index was found,22N69,,Neo.ClientError.Schema.IndexNotFound
KNL-054,Index does not exist: $descriptor,22N69,,Neo.ClientError.Schema.IndexNotFound
KNL-055,Index has been dropped in this transaction: $index,25N12,,Neo.ClientError.Schema.IndexNotFound
KNL-056,Node($node) with label `$label` must have the property $property,22N77,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-057,Node($node) with label `$label` must have the properties $properties,22N77,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-058,Node($node) property `$prop` is of type `$type`.,22N78,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-059,Relationship($rel) property `$prop` is of type `$type`.,22N78,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-060,"Node($node) with label `$label` required the property `$property` to be of type `$typeExpected`, but was of type `$typeActual`.",22N78,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-061,"Relationship($rel) with type `$type` required the property `$property` to be of type `$typeExpected`, but was of type `$typeActual`.",22N78,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-062,Relationship($rel) with type `$type` must have the property $property,22N77,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-063,Relationship($rel) with type `$type` must have the properties $properties,22N77,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-064,Unable to validate constraint $constraint,50N13,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-065,$message,50N14,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-070,Both node $node1 and node $node2 share the property value $prop,22N79,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-071,Both relationship $relationship1 and relationship $relationship2 share the property value $prop,22N79,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-072,Both node $node1 and node $node2 share the property value $prop,22N79,,Neo.ClientError.Schema.ConstraintViolation
KNL-073,Both relationship $rel1 and relationship $rel2 share the property value $prop,22N79,,Neo.ClientError.Schema.ConstraintViolation
KNL-074,A fulltext schema index cannot answer $indexQueryType queries on $valueCategory values.,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-075,Multi-token index $index does not support uniqueness.,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-076,Node index seek can not be performed on index: $index,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-077,Relationship index seek can not be performed on index: $index,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-078,Node index scan can not be performed on index: $index,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-079,Relationship index scan can not be performed on index: $index,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-080,Node label index scan can not be performed on index: $index,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-081,Relationship type index scan can not be performed on index: $index,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-082,This index does not support partitioned scan for this query: $tokenRead,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-085,"Index query vector has a dimensionality of $dim, but indexed vectors have $vectorsDim.",51N65,,Neo.ClientError.Schema.IndexNotApplicable
KNL-086,Index query not supported for $indexType index. Query: $query,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-088,Could not parse id $queryId (expected format: query-<id>),52N16,52N22,Neo.ClientError.General.InvalidArguments
KNL-089,Negative ids are not supported (expected format: query-<id>),52N16,52N22,Neo.ClientError.General.InvalidArguments
KNL-090,Expected prefix query-,52N16,52N22,Neo.ClientError.General.InvalidArguments
KNL-092,This feature is not available on your operating system.,52N24,,Neo.ClientError.Procedure.ProcedureCallFailed
KNL-093,"Failed to reload procedures, see log for details.",52N24,,Neo.ClientError.Procedure.ProcedureCallFailed
KNL-094,"Invalid value """" for parameter 'namespaces'. Please provide the namespace to reload e.g. `com.example.*`.",52N16,52N22,Neo.ClientError.Procedure.ProcedureCallFailed
KNL-095,"Unexpected number of parameters: should have 0-1 parameters, but was $nbr",42001,42I13,Neo.ClientError.Procedure.ProcedureCallFailed
KNL-096,The following namespaces are not reloadable: $non_reloadable_namespaces,52N16,52N23,Neo.ClientError.Procedure.ProcedureCallFailed
KNL-097,Unable to determine license acceptance status,52N02,51N60,Neo.ClientError.Procedure.ProcedureCallFailed
KNL-098,There is no `$procedureName` in the current procedure call context.,42N08,,Neo.ClientError.Procedure.ProcedureCallFailed
KNL-099,"$query' is an invalid JMX name pattern. Valid queries should use the syntax outlined in the javax.management.ObjectName API documentation. For instance, use '*:*' to find all JMX beans.",52N16,52N36,Neo.ClientError.Procedure.ProcedureCallFailed
KNL-100,Cannot perform schema updates in a transaction that has performed data updates.,25G02,,Neo.ClientError.Transaction.ForbiddenDueToTransactionType
KNL-101,Cannot perform data updates in a transaction that has performed schema updates.,25G02,,Neo.ClientError.Transaction.ForbiddenDueToTransactionType
KNL-102,Could not apply the transaction: $batch to the store after written to log.,2DN05,,Neo.DatabaseError.Transaction.TransactionCommitFailed
KNL-103,Could not preallocate disk space for the transaction: $batch,51N59,,Neo.DatabaseError.Transaction.TransactionCommitFailed
KNL-104,Could not preallocate disk space for the transaction: $batch,51N59,,Neo.DatabaseError.General.UnknownError
KNL-105,The transaction cannot be committed when it has open inner transactions.,2DN07,,Neo.DatabaseError.Transaction.TransactionCommitFailed
KNL-106,Could not append transaction: $batch to log.,2DN06,,Neo.DatabaseError.Transaction.TransactionLogError
KNL-107,$causeMessage,40N01,,Neo.DatabaseError.Transaction.TransactionRollbackFailed
KNL-108,Fail to rollback transaction.,40N01,,Neo.DatabaseError.Transaction.TransactionRollbackFailed
KNL-109,Fail to start new transaction.,25N06,,Neo.DatabaseError.Transaction.TransactionStartFailed
KNL-113,"Concurrent modification exception. Page $pageId in '$databaseFileName' store is modified already by transaction $observedVersion, while ongoing transaction highest visible is: $highestClosed, with not yet visible transaction ids are: $nonVisibleTransactions.",25N11,,Neo.TransientError.Transaction.Outdated
KNL-114,Concurrent modification exception. Constraint to be removed already removed by another transaction.,25N11,,Neo.TransientError.Transaction.Outdated
KNL-115,Transaction conflict validation failed.,25N11,,Neo.TransientError.Transaction.Outdated
KNL-116,Concurrent modification exception. Page $pageId in '$databaseFileName' store is already locked by other transaction validator.,25N11,,Neo.TransientError.Transaction.Outdated
KNL-117,Unable to complete transaction.,25N02,,Neo.DatabaseError.Database.Unknown
KNL-119,"The transaction has been terminated. Retry your operation in a new transaction, and you should see a successful result. $Neo4jStatusDescription",25N14,,Neo.ClientError.Transaction.Terminated
KNL-122,"Database elements (nodes, relationships, properties) were deleted in this transaction, but were also included in the result set.",25N11,,Neo.ClientError.Statement.EntityNotFound
KNL-123,"Database elements (nodes, relationships, properties) were observed during query execution, but got deleted by an overlapping committed transaction before the query results could be serialised. The transaction might succeed if it is retried.",25N11,,Neo.TransientError.Transaction.Outdated
KNL-124,"The transaction has been terminated. Retry your operation in a new transaction and you should see a successful result. The transaction has been terminated, so no more locks can be acquired. This can occur because the transaction ran longer than the configured transaction timeout, or because a human operator manually terminated the transaction, or because the database is shutting down. $client",25N14,,Neo.ClientError.Transaction.LockClientStopped
KNL-125,"The transaction has been terminated. Retry your operation in a new transaction, and you should see a successful result. Interrupted while waiting. Interrupted while waiting.",25N16,,Neo.TransientError.Transaction.Interrupted
KNL-126,"The transaction has been terminated. Retry your operation in a new transaction, and you should see a successful result. Unable to acquire lock within configured timeout (db.lock.acquisition.timeout). Unable to aquire lock for resource: $resourceType with id: $resourceId within $timeOut millis.",25N16,,Neo.TransientError.Transaction.LockAcqusitionTimeout
KNL-127,Unrecognized transaction id. Transaction may have timed out and been rolled back.,08N11,25N04,Neo.ClientError.Transaction.TransactionNotFound
KNL-128,Label with id=$id not found,22N59,,Neo.DatabaseError.Schema.LabelAccessFailed
KNL-129,Property key '$propertyKey' not found,22N63,,Neo.DatabaseError.Schema.PropertyKeyAccessFailed
KNL-130,Property key with id=$id not found,22N59,,Neo.DatabaseError.Schema.PropertyKeyAccessFailed
KNL-131,Relationship type '$relationshipType' not found,22N62,,Neo.DatabaseError.Schema.RelationshipTypeAccessFailed
KNL-132,Relationship type id '$id' not found,22N59,,Neo.DatabaseError.Schema.RelationshipTypeAccessFailed
KNL-133,$entityType($entityId) property `$prop` is of type `$type`.,22N77,,Neo.ClientError.Statement.ConstraintVerificationFailed
KNL-135,Expected property $property to be a IntArray but was $value,22N01,,Neo.DatabaseError.General.SchemaCorruptionDetected
KNL-136,Expected property $property to be a LongValue but was $value,22N01,,Neo.DatabaseError.General.SchemaCorruptionDetected
KNL-137,Expected property $property to be a TextValue but was $value,22N01,,Neo.DatabaseError.General.SchemaCorruptionDetected
KNL-138,Expected property $property to be a StringArray but was $value,22N01,,Neo.DatabaseError.General.SchemaCorruptionDetected
KNL-140,"Cannot delete node<$nodeId>, because it still has relationships. To delete this node, you must first delete its relationships.",G1001,,Neo.ClientError.Schema.ConstraintValidationFailed
KNL-141,No $schema was found for $tokenName.,50N21,,Neo.DatabaseError.Schema.SchemaRuleAccessFailed
KNL-143,"The maximum number of $tokenTypes available has been reached, no more can be created.",51N59,,Neo.DatabaseError.Schema.TokenLimitReached
KNL-144,$tokenName is not a valid token name. Token names cannot be empty or contain any null-bytes.,42I11,,Neo.ClientError.Schema.TokenNameError
KNL-148,Node $node was unexpectedly deleted,25N11,,Neo.ClientError.Statement.EntityNotFound
KNL-149,Node with id $node has been deleted in this transaction,25N13,,Neo.ClientError.Statement.EntityNotFound
KNL-150,Relationship with id $id has been deleted in this transaction,25N13,,Neo.ClientError.Statement.EntityNotFound
KNL-153,Tried to query a $indexType index with a composite query. Composite queries are not supported by a $indexType index. Query was: $query ,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-156,Unable to validate constraint $tokenNameLookup,50N13,,Neo.ClientError.Statement.ConstraintVerificationFailed
KNL-173,$wrappedException,50N42,,Neo.DatabaseError.General.UnknownError
KNL-174,$wrappedException,50N42,,Neo.DatabaseError.General.UnknownError
KNL-175,"JMX error while accessing `$name`, please report this. Message was: $wrappedException",52N25,,Neo.DatabaseError.General.UnknownError
KNL-181,Timeout waiting for database to become available and allow new transactions. Waited $time. $blockingReason,08N09,,Neo.TransientError.General.DatabaseUnavailable
KNL-182,Database not available because it's shutting down,08N09,,Neo.TransientError.General.DatabaseUnavailable
KNL-183,Database is not available: $blockingReason,08N09,,Neo.TransientError.General.DatabaseUnavailable
KNL-184,Cannot drop dependent constraint,50N12,22N68,Neo.DatabaseError.Schema.ConstraintDropFailed
KNL-185,Graph Type '$dependenceA' constraint: '$constraintSchema' is incompatible with Graph Type 'dependenceB' '$otherConstraint' due to differing Graph Type dependence.,22NB2,,Neo.ClientError.Statement.ConstraintVerificationFailed
KNL-186,Tried to query a point index with a composite query. Composite queries are not supported by a point index. Query was: $query,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-187,Tried to query a point index with order. Order is not supported by a point index.,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-188,"Tried to query index with illegal query. Only ALL_ENTRIES, EXACT, and BOUNDING_BOX queries are supported by a point index. Query was: $query",50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-189,Tried to query index with illegal query. A $indexQueryType predicate is not allowed for a $indexType index. Query was: $query,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-190,"Tried to query index with unsupported order $indexOrder. For query $query supports ascending: false, supports descending: false.",50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-191,Tried to query index with illegal composite query. $indexQueryType queries are not allowed in composite query. Query was: $query,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-192,Tried to query index with illegal composite query. Composite query must have decreasing precision. Query was: $query,50N15,,Neo.ClientError.Schema.IndexNotApplicable
KNL-193,Node(%d) with label %s is required to have label %s,22NB3,,Neo.ClientError.Schema.ConstraintViolation
KNL-194,Relationship(%s) with type %s requires it's %s Node(%s) to have label %s,22NB4,,Neo.ClientError.Schema.ConstraintViolation
